OutlierMethod,RMS used,Filter Type,Filter order,low,high,
STD 2,1,Chebyshev 2,3,200,500 
CH1,CH2,CH3,CH4,CH5 
0.092148,-0.168732,-0.604111,0.018517,0.007599
0.039734,-0.200912,-0.574585,0.022934,0.009018
0.030853,-0.183975,-0.545059,0.013962,0.005997
-0.046143,-0.123505,-0.191757,0.007553,0.007095
-0.120575,-0.067337,0.023163,-0.003571,0.005630
-0.150055,0.032181,0.053650,-0.003708,0.003937
-0.230804,0.095764,0.012634,-0.000961,-0.002609
-0.189194,0.153030,-0.179077,0.012039,-0.004028
-0.013321,0.175873,-0.150055,-0.004761,0.000320
0.313110,0.218170,0.116638,-0.018173,0.003021
0.390266,0.237076,0.278366,-0.018677,0.007736
0.358555,0.201508,0.293976,-0.002609,0.006134
0.326843,0.092651,-0.076263,0.032227,0.005951
0.081299,-0.025040,-0.511230,0.033371,-0.001099
-0.041290,-0.113846,-0.353897,0.027100,0.000183
-0.065826,-0.141220,-0.070267,0.020828,-0.000046
-0.064041,-0.121490,0.007828,0.002701,0.001328
-0.020370,-0.049484,0.144836,-0.010986,0.004349
-0.030853,0.012131,0.397888,-0.004395,0.001694
-0.146713,0.006363,0.511734,-0.005814,-0.003799
-0.235153,-0.041199,0.386124,-0.006546,-0.005539
-0.310181,-0.111237,0.061569,-0.005310,-0.001328
-0.256210,-0.143829,-0.477997,-0.008057,0.001236
-0.189285,-0.128494,-0.376099,-0.011856,0.002197
-0.129456,-0.065918,0.160355,-0.009750,0.003754
-0.058502,0.018585,0.469070,-0.007919,0.006180
0.039413,0.066376,0.593491,0.017029,0.006363
0.140076,0.086426,0.377884,0.017578,0.004669
0.203293,0.073975,-0.187180,0.003113,0.004578
0.233414,0.038681,-0.645172,-0.010757,0.005539
0.220871,-0.015701,-0.634918,-0.013824,-0.002792
0.187134,-0.051086,-0.245178,-0.004395,0.008926
0.072876,-0.082169,0.053192,0.002197,-0.001877
-0.074707,-0.123596,-0.096954,-0.000046,-0.003525
-0.225586,-0.103867,-0.412949,-0.008011,0.007874
-0.402466,-0.077133,-0.296173,-0.013779,0.005264
-0.347351,-0.032547,0.139572,-0.013779,0.000870
-0.292236,0.028381,0.310501,-0.015656,0.012360
-0.135498,0.089722,0.203659,-0.014191,0.005539
0.073654,0.120163,0.068893,-0.012772,0.003616
0.266876,0.157837,0.296173,-0.010071,0.011032
0.286835,0.174637,0.507843,-0.003983,-0.000229
0.249710,0.164795,0.562820,0.009293,-0.003571
0.115128,0.147720,0.140717,0.010986,0.003525
0.021240,0.087067,-0.422333,0.010162,0.007004
-0.027832,0.033051,-0.521072,0.013504,-0.000046
-0.017670,-0.048569,-0.377930,0.002151,0.007187
0.005951,-0.105469,-0.042572,0.012268,0.005081
0.072327,-0.152710,0.343826,0.012497,-0.003021
0.158524,-0.176331,0.514297,0.009247,-0.001923
0.268478,-0.136459,0.253143,0.005951,0.006226
0.347580,-0.108948,-0.451035,0.011902,0.009888
0.284981,-0.087936,-0.464241,0.010483,0.001099
0.222382,-0.061890,-0.477448,0.006866,0.004166
0.063354,-0.034882,-0.015701,0.007553,0.005859
-0.051270,0.006592,0.137650,0.000870,0.008011
-0.102173,0.046509,0.064774,-0.003891,-0.001328
-0.072510,0.065460,-0.267883,0.000961,-0.001968
-0.113251,0.082077,-0.339478,0.003479,-0.000778
-0.208557,0.074707,-0.178253,-0.001282,0.005310
-0.318741,0.047104,0.089767,-0.025223,0.008698
-0.374565,0.003113,0.201279,-0.030121,0.008102
-0.379612,-0.031265,0.272690,-0.027100,0.004349
-0.384659,-0.054245,0.398758,-0.009476,0.002792
-0.351242,-0.041656,0.604523,0.015244,0.001694
-0.287018,-0.025818,0.618736,-0.007416,0.006454
-0.161453,-0.000870,0.632950,-0.002060,0.008514
0.099380,0.010849,0.568954,0.001740,0.009750
0.322632,0.039551,0.244446,-0.009659,0.009384
0.367493,0.049484,-0.354858,-0.006500,0.009109
0.349434,0.040146,-0.305786,0.004257,0.005219
0.331375,0.003113,-0.183884,0.006226,0.007828
0.287476,-0.036118,-0.090500,0.012817,-0.000320
0.212631,-0.039413,-0.365845,0.006500,-0.000778
0.105560,-0.009521,-0.518555,0.013321,0.003342
-0.005585,0.007828,-0.486420,0.008926,0.006454
-0.123138,0.016891,-0.429337,0.014282,0.005997
-0.240417,0.022568,-0.166672,0.001877,0.008743
-0.376465,0.007645,0.070450,-0.016251,0.004440
-0.335403,0.012039,0.080154,-0.008835,-0.003296
-0.285645,-0.014877,-0.001144,-0.007462,-0.000504
-0.257675,-0.054977,0.092239,-0.009018,-0.004303
-0.174911,-0.078781,0.167267,-0.006088,0.001373
-0.007965,-0.027878,-0.075394,0.013504,0.001785
0.069992,0.014969,-0.186447,0.033142,0.008240
0.083954,0.046097,-0.115448,0.031082,0.010757
0.101898,0.095398,0.015381,-0.004715,0.004807
0.130875,0.142822,0.267746,-0.021561,-0.000092
0.214691,0.166763,0.377655,-0.007553,0.006454
0.376694,0.128036,0.207870,-0.010391,0.003433
0.292923,0.040924,0.134674,0.000275,-0.002060
0.209152,-0.071548,0.059143,0.000320,-0.000641
-0.072418,-0.142044,-0.210022,0.002792,-0.004532
-0.224716,-0.177887,-0.302994,0.002380,-0.000687
-0.257812,-0.164841,-0.194321,0.007782,0.004486
-0.306473,-0.142685,-0.012177,0.014923,0.002151
-0.321350,-0.109177,0.068848,0.016800,0.002426
-0.203064,-0.101578,0.301025,0.011307,0.004990
-0.026001,-0.081207,0.448700,-0.006363,-0.002609
0.143188,-0.015381,0.558838,-0.010025,-0.001282
0.368774,0.027740,0.497360,-0.017487,-0.002106
0.385872,0.008835,0.435883,-0.020874,0.001236
0.402969,-0.002518,-0.233414,-0.009155,-0.003250
0.228882,-0.004761,-0.584061,-0.004211,-0.000732
0.041016,0.001694,-0.765175,0.010208,0.000320
-0.104462,0.045181,-0.779995,-0.001831,0.000320
-0.145889,0.046417,-0.644903,-0.015793,0.001236
-0.138657,0.057358,-0.509811,-0.009888,-0.003845
-0.193359,0.059372,-0.098007,-0.008743,-0.003067
-0.232498,0.070633,0.191574,-0.005814,-0.001694
-0.248291,0.065506,0.349228,0.006454,0.002930
-0.222748,0.044769,0.415375,0.026962,0.000000
-0.159531,-0.000504,0.310867,0.017212,-0.002426
-0.071777,-0.026459,-0.059372,0.013184,-0.002106
0.026550,-0.041885,-0.095993,0.017670,-0.003159
0.214325,-0.003983,0.103546,-0.001602,-0.000137
0.366531,0.046738,0.321533,0.005127,-0.001373
0.364380,0.024445,0.462067,0.002975,-0.004211
0.362228,-0.050079,0.609695,-0.007462,-0.002838
0.210709,-0.122040,0.522125,-0.002243,-0.000504
0.084595,-0.136688,0.285828,-0.010117,0.000916
-0.007645,-0.107117,-0.105331,-0.016754,-0.002701
-0.095947,-0.036896,-0.171066,-0.005768,-0.003113
-0.078552,0.010300,-0.120255,-0.002060,-0.001236
-0.100159,0.029572,-0.254059,0.006271,-0.001053
-0.128815,0.043900,-0.271133,0.002060,-0.004257
-0.260880,0.025269,-0.338654,0.003662,-0.002197
-0.315491,0.007233,-0.288300,-0.002792,0.005997
-0.351242,0.028427,-0.202240,-0.014786,0.008881
-0.329910,0.059875,-0.207184,-0.003159,0.001511
-0.171753,0.071411,-0.349594,-0.004440,-0.002380
-0.004440,0.095535,-0.458084,0.002518,0.007736
0.128174,0.153992,-0.303680,0.013962,0.010391
0.142273,0.181046,0.142502,0.021652,0.004990
0.130737,0.172852,0.245499,0.015976,0.001694
0.046417,0.122910,0.170517,0.011169,-0.003799
-0.150330,0.076538,0.373718,-0.019547,-0.003754
-0.261017,0.070633,0.410477,-0.023392,-0.002106
-0.174774,0.031769,0.251678,-0.012680,0.002014
0.085052,-0.025864,-0.100983,0.006363,0.004486
0.280197,-0.089172,-0.161407,0.004303,0.009109
0.362732,-0.168594,0.082764,0.006683,0.006866
0.395050,-0.194504,0.146347,-0.000275,0.009064
0.327301,-0.239639,0.171341,0.000092,0.006683
0.260742,-0.217987,-0.117783,-0.005814,-0.000366
0.176239,-0.172531,-0.351471,-0.000870,-0.001694
0.103455,-0.113983,-0.331512,0.004715,0.005264
0.063904,-0.067245,-0.163239,0.001373,0.006180
0.038498,-0.064133,0.123779,0.005219,0.003891
-0.065002,-0.086929,0.427368,0.014099,0.005035
-0.103638,-0.112473,0.532150,0.015472,0.006775
-0.162598,-0.136093,0.583328,0.020828,0.007828
-0.207138,-0.086105,0.542679,0.004166,0.007462
-0.173492,-0.011169,0.086975,-0.010620,0.005539
-0.088165,0.086838,-0.445793,0.006363,0.006134
-0.056763,0.148773,-0.467274,0.006180,0.007004
-0.002930,0.127945,-0.488754,0.016708,-0.003662
0.021881,0.081802,-0.149780,0.019821,-0.001602
0.071136,0.029800,-0.188828,0.011307,-0.001923
0.029434,0.023575,-0.282578,0.006546,0.003937
-0.089172,0.099106,-0.022705,0.002747,0.006958
-0.219681,0.161453,0.214233,-0.001602,0.009155
-0.363831,0.163605,0.353439,-0.015106,0.007507
-0.401779,0.149506,0.395782,-0.017624,0.004120
-0.370308,0.108719,0.329361,-0.022224,0.001419
-0.338837,0.032547,0.317184,-0.026825,-0.001602
-0.102539,0.019043,0.320938,-0.007919,-0.002289
0.193680,0.016846,0.132980,0.014282,-0.004074
0.359276,-0.001328,0.183289,0.012589,0.002472
0.362560,-0.074936,0.221466,-0.001740,0.007645
0.365845,-0.146713,0.137329,0.025726,0.009842
0.154907,-0.232956,0.102859,0.028152,0.006683
0.050949,-0.289993,-0.013779,0.018127,0.007416
-0.069672,-0.305603,-0.247650,-0.023666,0.004990
-0.176468,-0.274612,-0.386948,-0.024490,-0.002060
-0.174454,-0.243622,-0.127853,-0.017258,-0.003067
-0.115173,-0.070084,-0.003662,-0.010025,-0.000137
-0.046326,0.096725,-0.213181,0.019180,-0.000458
0.016205,0.235291,-0.552475,0.009750,-0.001740
0.120255,0.286354,-0.571930,-0.009705,-0.003433
0.204895,0.315571,-0.490494,-0.019043,0.000320
0.330688,0.292482,-0.604431,-0.015198,0.006042
0.303635,0.203736,-0.396790,-0.010849,0.009201
0.276581,0.114990,0.236755,0.002975,0.006592
0.130920,-0.041336,0.569916,0.009109,0.003250
0.084961,-0.161316,0.452728,0.003891,-0.003799
0.002335,-0.196243,0.267792,-0.000458,-0.004623
-0.126343,-0.158478,-0.007462,0.010941,-0.004669
-0.122726,-0.094803,-0.007416,0.018448,-0.002930
-0.109634,-0.073151,0.197113,0.019318,-0.000870
-0.196426,-0.079239,0.511597,0.019775,0.007736
-0.352844,-0.121399,0.640686,0.025635,0.008881
-0.338562,-0.158249,0.504913,0.022293,0.008743
-0.240051,-0.167038,0.118286,0.008972,0.003891
-0.123962,-0.114075,-0.209244,-0.000870,0.001328
-0.079102,-0.054428,-0.372299,-0.011856,-0.000549
-0.084137,0.024994,-0.220963,-0.023163,0.002792
-0.087250,0.081253,-0.196930,-0.028976,0.002884
-0.037354,0.122818,-0.398712,-0.024948,-0.001144
0.046738,0.163055,-0.235016,-0.008743,0.001694
0.242065,0.209473,-0.038727,-0.006912,0.008789
0.403015,0.223709,-0.021927,0.011719,0.008331
0.390198,0.221191,-0.148178,0.009109,0.007965
0.329636,0.206314,-0.155640,0.001419,0.009109
0.288574,0.158524,-0.177155,-0.002380,0.008011
0.149506,0.092422,0.073608,-0.000320,0.007919
-0.032776,-0.019043,0.241425,0.007370,0.008926
-0.165070,-0.115402,0.192398,0.005310,0.006821
-0.277222,-0.147354,-0.053284,0.006409,0.004166
-0.358154,-0.109726,-0.177109,0.004257,0.004807
-0.406700,-0.042206,-0.131378,-0.000275,0.005035
-0.434406,0.009064,0.183472,0.007874,0.001740
-0.426973,0.047058,0.484177,0.013596,0.000320
-0.315019,0.035385,0.434647,0.007919,-0.000137
-0.203064,-0.002335,0.282806,-0.008926,0.001785
0.115356,-0.021881,-0.158295,-0.005127,-0.001465
0.396606,-0.033691,-0.469116,0.007965,0.001236
0.580536,-0.049347,-0.458176,-0.003159,-0.003342
0.624344,-0.063400,-0.150696,0.005173,-0.003662
0.520912,-0.065140,0.264908,0.002701,-0.004623
0.360317,-0.094254,0.468109,0.001785,-0.003387
0.199722,-0.104416,0.618164,-0.004395,-0.003296
-0.001556,-0.090500,0.508736,-0.002838,-0.002106
-0.196014,-0.056259,0.399307,-0.006134,-0.004669
-0.346756,-0.026367,-0.360809,-0.002335,0.005859
-0.399513,-0.002472,-0.650505,0.011993,0.010208
-0.361347,0.019363,-0.527103,0.010757,0.006592
-0.323181,0.021606,-0.403702,0.012589,0.007782
-0.168091,-0.018539,-0.099335,0.014145,0.009064
-0.087570,-0.040283,-0.157196,0.000229,0.007370
-0.065826,-0.023117,-0.132751,-0.006638,0.002884
-0.131973,0.040237,0.093018,-0.016159,-0.001602
-0.117050,0.127075,0.389648,-0.015015,0.004211
0.038910,0.167130,0.397614,-0.022614,0.005997
0.266693,0.124512,0.048569,-0.029480,-0.002151
0.372437,0.041565,-0.258087,-0.018631,0.002380
0.307938,-0.022202,-0.386490,-0.003708,-0.002197
0.193726,-0.035385,-0.210983,0.016068,-0.000778
0.090179,-0.022568,-0.161728,0.020004,0.001877
-0.056763,0.027100,0.106567,0.021584,0.000320
-0.086563,0.023209,0.338745,0.023163,0.001785
-0.057770,-0.056534,0.559296,0.016754,-0.001740
-0.006042,-0.092422,0.528397,0.004532,-0.003799
0.047058,-0.110275,0.245361,0.000320,-0.004257
0.073563,-0.084366,0.034195,0.002060,-0.002197
0.073746,-0.089951,0.128220,-0.003479,0.005081
-0.009888,-0.080154,0.316406,-0.003708,0.008011
-0.148865,-0.042801,0.373489,0.005951,0.005859
-0.341080,0.000000,0.273697,0.005585,-0.003021
-0.442589,0.020233,0.044312,-0.000137,-0.001236
-0.405041,0.033600,-0.187775,0.004623,-0.000275
-0.367493,0.012314,-0.456757,0.007187,-0.000778
-0.109818,-0.065186,-0.625031,0.017441,-0.001694
0.258133,-0.132706,-0.766800,-0.006912,-0.001053
0.462593,-0.112198,-0.788269,-0.004852,0.003204
0.486271,-0.060654,-0.597565,-0.007553,-0.004395
0.378496,-0.022385,-0.406860,0.008652,0.000000
0.270721,-0.009979,0.052597,0.005585,-0.001099
0.028793,-0.009659,0.455841,0.004715,0.005859
-0.105011,0.006775,0.670898,-0.003845,0.010620
-0.225311,0.026550,0.790787,-0.013596,0.004349
-0.266144,0.041245,0.668266,-0.014236,0.005905
-0.177979,0.071503,0.545746,-0.013229,0.002289
0.008423,0.083221,0.142227,-0.017166,-0.002197
0.173767,0.059738,-0.038956,-0.011353,-0.002930
0.284317,0.053558,-0.180496,-0.012085,-0.001831
0.246735,0.077179,-0.590286,-0.000549,-0.002106
0.073059,0.109497,-0.487656,0.007233,-0.002335
-0.158661,0.125702,-0.385025,-0.008514,0.003433
-0.361221,0.140945,-0.152939,0.007919,0.001099
-0.340805,0.119751,-0.330002,0.007187,0.001007
-0.320389,0.065918,-0.217438,0.012451,-0.002747
-0.083862,-0.012589,0.226227,0.009567,-0.001968
0.166992,-0.097961,0.354172,0.010300,0.000732
0.314301,-0.138977,0.026093,0.008698,0.007324
0.381775,-0.149277,-0.105972,0.004166,0.008057
0.399582,-0.133255,0.125748,0.003662,0.010025
0.344627,-0.104965,0.286331,0.011124,0.007095
0.289673,-0.084366,0.246048,-0.007645,0.001053
0.098923,-0.046783,0.243896,0.004807,0.000961
-0.078918,-0.006958,0.227509,0.012543,0.007965
-0.278275,0.035522,0.221512,-0.009018,0.006134
-0.395279,0.080566,0.191757,-0.014328,0.005814
-0.442223,0.107300,-0.005585,-0.011810,-0.000275
-0.442898,0.085281,-0.115402,-0.006317,-0.001556
-0.430670,0.039093,-0.095993,-0.000641,0.007965
-0.408099,0.007233,0.096359,0.008560,0.009064
-0.385529,-0.000137,0.081390,0.009842,0.008835
-0.207184,-0.010986,0.103271,0.003433,0.005310
0.158615,0.002060,0.376694,0.000092,0.003754
0.352341,-0.008240,0.024216,-0.008286,0.003525
0.421532,-0.010300,-0.384201,-0.000732,0.005173
0.378674,0.021194,-0.539383,-0.006775,0.008057
0.335815,0.026688,-0.593857,-0.005035,0.008652
0.155136,0.014557,-0.648331,0.010025,0.004440
0.095947,0.000320,-0.418625,0.000229,0.009888
0.047195,0.009430,-0.024902,-0.007004,-0.003937
-0.137329,0.031448,0.261841,-0.013916,0.000320
-0.330505,0.060196,0.339981,-0.015198,0.004349
-0.366348,0.069168,0.206863,-0.004257,0.008102
-0.402191,0.033051,0.238358,-0.000458,-0.003708
-0.260559,-0.039001,0.487930,0.001007,-0.001190
0.070404,-0.066833,0.795547,-0.002563,0.007507
0.278091,-0.057953,0.863319,-0.008469,0.000092
0.349251,-0.062119,0.650951,-0.001144,0.001144
0.326260,-0.094482,0.438583,0.005081,0.007050
0.303268,-0.074478,-0.067520,0.015381,-0.003845
0.073975,-0.041931,-0.734322,0.007690,0.007874
-0.143234,-0.016846,-0.758228,0.004578,0.002060
-0.204895,0.020233,-0.503740,0.016113,0.002701
-0.161865,0.044540,-0.249252,0.010391,0.008011
-0.120987,-0.000549,-0.451126,0.003845,-0.003708
-0.067108,-0.080887,-0.584152,-0.010437,0.007233
0.010117,-0.165939,-0.332840,-0.001190,0.000092
0.061752,-0.227646,0.139206,-0.000687,0.003525
0.178436,-0.209930,0.410019,0.016251,0.008743
0.225861,-0.154953,0.446274,0.023758,-0.001007
0.244766,-0.072922,0.111649,0.018585,-0.000275
0.155914,0.000137,-0.119843,0.001968,0.005310
-0.020462,0.043533,0.077225,0.002426,0.005676
-0.148590,0.084503,0.220459,0.004990,-0.003891
-0.205078,0.127075,0.439545,-0.003296,-0.002609
-0.210938,0.175598,0.587242,-0.016617,0.006500
-0.167816,0.209244,0.549534,-0.017487,0.006180
-0.181366,0.223343,0.511826,-0.019913,-0.001282
-0.250717,0.167587,0.316681,-0.021011,-0.002609
-0.247925,0.101807,-0.358704,-0.019226,0.008606
-0.172852,0.059509,-0.858833,-0.004623,0.008926
-0.085968,0.025177,-0.906132,0.003983,0.002975
-0.037949,0.003067,-0.562838,0.018219,-0.002106
0.007874,-0.036118,-0.219543,0.022293,0.004578
0.189423,-0.031219,0.141861,0.026367,0.007965
0.381592,-0.037216,0.288895,0.013596,0.008286
0.387451,-0.046005,0.291458,0.006592,-0.002609
0.393311,-0.071091,0.297867,0.006912,0.003433
0.214233,-0.108856,0.390610,0.011124,0.010574
0.041245,-0.155869,0.410431,0.003433,0.000046
-0.087158,-0.212997,0.403976,-0.001648,0.004623
-0.153809,-0.244308,0.464722,-0.006958,0.011307
-0.164337,-0.223206,0.502396,-0.013046,0.004623
-0.153122,-0.202103,0.342316,-0.008743,-0.001236
-0.145660,-0.126205,0.150558,-0.000778,-0.000595
-0.112061,-0.035843,0.116226,-0.003159,-0.003479
-0.147903,0.030167,0.156006,-0.019089,0.007736
-0.217712,0.131195,0.050858,-0.017670,0.000275
-0.288574,0.237488,-0.235107,0.009201,0.004211
-0.170288,0.261269,-0.578110,-0.009155,0.008789
0.052734,0.229511,-0.443321,-0.003021,0.005493
0.299561,0.197754,-0.308533,-0.007874,0.002060
0.382690,0.116455,0.283539,0.005493,0.005219
0.402008,0.038910,0.272186,0.020920,0.008560
0.341789,-0.035934,-0.170151,0.027374,0.000046
0.281570,-0.091965,-0.199493,0.018791,0.000320
0.131058,-0.126297,0.045639,0.010208,0.003021
-0.035477,-0.131836,0.120987,-0.011833,-0.002197
-0.281891,-0.086609,-0.155914,-0.013058,-0.000229
-0.468521,-0.006958,-0.510544,-0.014282,0.003662
-0.570808,0.006500,-0.386627,-0.007965,0.007599
-0.552715,-0.009521,0.266235,-0.017212,0.004349
-0.471548,-0.011765,0.610977,-0.004715,0.003616
-0.390381,-0.011902,0.460693,0.013596,0.005539
-0.137604,0.017624,0.011444,0.007050,-0.001007
0.150833,0.071960,-0.270264,-0.001144,0.011765
0.358749,0.079193,-0.279099,-0.002747,-0.002197
0.404137,0.069901,-0.279373,-0.004532,0.003708
0.348026,0.022110,-0.161636,-0.005722,0.007919
0.291916,-0.040329,-0.134811,0.008102,0.000092
0.166580,-0.115448,0.085236,0.023758,0.009384
0.061157,-0.185989,0.167313,0.026688,-0.003571
0.001648,-0.201141,0.161453,0.019318,0.005081
0.050262,-0.128036,-0.056122,0.006638,0.003662
0.042984,-0.049164,-0.064774,-0.004852,-0.000137
0.011536,0.052368,0.262939,-0.013687,0.010437
0.048981,0.153763,0.593445,-0.021057,-0.002335
0.059418,0.231079,0.657051,-0.026047,0.007416
-0.066742,0.224716,0.600277,-0.027786,0.002975
-0.211533,0.218353,0.543503,-0.015747,-0.000320
-0.273697,0.166992,0.028198,-0.004578,0.010254
-0.160400,0.098511,-0.709099,-0.018951,-0.001282
0.013733,0.027878,-0.999378,-0.012405,0.007141
0.146118,-0.064407,-0.672129,-0.005859,0.011353
0.190063,-0.131287,-0.344879,0.022339,-0.002518
0.170334,-0.152023,0.272736,0.024536,0.009521
0.072144,-0.136688,0.214737,0.018814,-0.002609
0.031219,-0.109268,0.278641,0.005219,0.002060
0.036255,-0.072922,0.545837,0.000732,0.001648
0.057724,-0.032822,0.483215,0.010757,0.005585
0.032593,-0.016113,0.420593,0.019547,0.008377
-0.013916,-0.049713,-0.023209,0.021606,-0.000870
-0.142914,-0.117691,-0.465271,0.021332,0.008148
-0.194595,-0.164246,-0.478821,0.024490,-0.002884
-0.183609,-0.175690,-0.277588,0.014374,0.006683
-0.172668,-0.160400,0.039734,-0.006317,0.004623
-0.130005,-0.101303,0.446548,-0.012177,-0.001877
-0.048157,-0.039551,0.288620,-0.008469,0.008881
-0.003159,-0.004578,-0.195465,-0.013184,-0.000137
0.056763,0.039780,-0.633179,-0.014557,0.003204
0.074066,0.051910,-0.418488,-0.018265,0.007553
0.062027,0.054153,-0.031357,-0.006317,-0.004669
0.122223,0.068527,0.248520,-0.001328,0.006317
0.190430,0.098923,0.298462,-0.001556,-0.000870
0.213821,0.129776,0.308624,-0.008011,0.004166
0.213181,0.169830,0.336456,-0.007095,0.007553
0.221054,0.171432,0.427780,-0.004303,0.000320
0.118698,0.159943,0.215103,-0.007370,0.004028
-0.064270,0.110275,-0.137054,-0.004761,0.003754
-0.287659,0.020004,-0.270401,0.009384,0.003250
-0.394180,-0.071136,-0.046555,0.010803,0.006363
-0.402649,-0.113388,0.224304,-0.005539,0.007324
-0.322128,-0.115311,0.060928,0.006180,0.008011
-0.180038,-0.065506,-0.300659,0.006271,0.010895
-0.015060,0.046509,-0.485046,-0.005264,0.007187
0.171844,0.180817,-0.416611,-0.005219,0.004715
0.231949,0.223869,-0.360992,-0.008469,-0.000229
0.215515,0.183369,-0.121262,0.013596,-0.004166
0.191986,0.142868,0.093475,0.033096,-0.000824
0.153625,-0.107071,0.459595,0.028793,-0.004761
0.159897,-0.257904,0.549660,0.024490,0.001465
0.091415,-0.322060,0.639725,0.008057,0.001373
0.034058,-0.303440,0.265915,-0.003296,-0.000366
-0.020187,-0.243708,-0.278000,0.000320,0.004166
-0.041794,-0.183975,-0.614731,0.012589,-0.003525
-0.037903,-0.087936,-0.567810,0.007416,0.007095
0.028702,0.007187,-0.181412,0.001648,-0.002975
0.051865,0.082169,0.147491,0.005081,0.011032
0.063171,0.092651,-0.128632,-0.001007,0.001694
0.067200,0.110275,-0.525787,-0.017029,0.002792
0.129776,0.092789,-0.465317,-0.014374,0.009659
0.081711,0.046967,-0.301483,-0.005539,-0.000595
-0.000549,0.030762,-0.111328,0.015564,0.005173
-0.111694,0.045364,0.229568,0.012589,0.003067
-0.199310,0.041107,0.566986,0.014923,-0.001144
-0.200821,0.033463,0.545860,-0.005539,0.008011
-0.115311,0.032364,0.524734,-0.018356,0.008926
-0.044083,0.030624,0.252274,-0.020004,-0.001465
-0.062256,0.011993,0.236298,-0.008286,0.008011
-0.071686,0.009979,0.344284,0.005585,0.003662
-0.059647,-0.048935,0.193680,0.007462,0.005219
-0.068481,-0.074387,0.057220,0.010666,0.007462
-0.150055,-0.099655,0.043716,0.004852,0.006592
-0.233780,-0.096954,-0.094025,-0.005310,0.007645
-0.259872,-0.041840,-0.320801,-0.030121,0.004623
-0.141357,0.015198,-0.583878,-0.029091,-0.003204
0.033691,0.080200,-0.588387,-0.028061,-0.002014
0.279968,0.112701,-0.592896,-0.009521,0.004578
0.429199,0.147812,-0.169098,0.023415,0.008148
0.437805,0.148041,0.142090,0.023586,0.007553
0.335632,0.142685,0.271591,0.023758,0.008057
0.233459,0.134308,0.238495,-0.025635,0.004715
0.107437,0.079422,0.147903,-0.018196,0.000320
0.037628,0.010437,0.266190,-0.010757,-0.001968
-0.096634,-0.067017,0.049576,-0.000229,0.000092
-0.214783,-0.139160,0.165573,-0.002380,0.010666
-0.357147,-0.154083,0.176285,-0.002380,-0.001373
-0.469460,-0.132202,-0.035522,0.022522,0.006821
-0.471760,-0.068161,-0.419403,0.018013,0.004257
-0.412531,-0.011948,-0.585800,0.013504,-0.004074
-0.353302,0.023483,-0.305740,0.014603,0.006866
